word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition
腐朽,腐朽,fǔ xiǔ,fu3 xiu3,8,高等,rotten/decayed/decadent/degenerate
负有,負有,fù yǒu,fu4 you3,8,高等,to be responsible for
富裕,富裕,fù yù,fu4 yu4,8,高等,prosperous/well-to-do/well-off
斧子,斧子,fǔ zi,fu3 zi,8,高等,axe/hatchet/CL:把[ba3]
钙,鈣,gài,gai4,8,高等,calcium (chemistry)
改动,改動,gǎi dòng,gai3 dong4,8,高等,to alter/to modify/to revise
改良,改良,gǎi liáng,gai3 liang2,8,高等,to improve (sth)/to reform (a system)
概率,概率,gài lǜ,gai4 lv4,8,高等,probability (math.)
改名,改名,gǎi míng,gai3 ming2,8,高等,to change one's name
改邪归正,改邪歸正,gǎi xié guī zhèng,gai3 xie2 gui1 zheng4,8,高等,to mend one's ways (idiom)/to turn over a new leaf
盖子,蓋子,gài zi,gai4 zi,8,高等,cover/lid/shell
感触,感觸,gǎn chù,gan3 chu4,8,高等,one's thoughts and feelings/emotional stirring/moved/touched
感染力,感染力,gǎn rǎn lì,gan3 ran3 li4,8,高等,"infectiousness (of a disease)/appeal; power; impact (of an image, marketing message, performance etc)"
赶往,趕往,gǎn wǎng,gan3 wang3,8,高等,to hurry to (somewhere)
干燥,乾燥,gān zào,gan1 zao4,8,高等,"(of weather, climate, soil etc) dry; arid/(of skin, mouth etc) dry/(fig.) dull; dry; boring/(of timber etc) to dry out; to season; to cure"
缸,缸,gāng,gang1,8,高等,jar/vat/classifier for loads of laundry/CL:口[kou3]
高昂,高昂,gāo áng,gao1 ang2,8,高等,to hold (one's head) high/expensive/high (spirits etc)
高傲,高傲,gāo ào,gao1 ao4,8,高等,arrogant/haughty/proud
高超,高超,gāo chāo,gao1 chao1,8,高等,excellent/superlative
高山,高山,gāo shān,gao1 shan1,8,高等,high mountain; alpine mountain
高效,高效,gāo xiào,gao1 xiao4,8,高等,efficient/highly effective
高雅,高雅,gāo yǎ,gao1 ya3,8,高等,dainty/elegance/elegant
告辞,告辭,gào cí,gao4 ci2,8,高等,to say goodbye/to take one's leave
告诫,告誡,gào jiè,gao4 jie4,8,高等,to warn/to admonish
告示,告示,gào shì,gao4 shi4,8,高等,announcement
高空,高空,gāo kōng,gao1 kong1,8,高等,high altitude
搞鬼,搞鬼,gǎo guǐ,gao3 gui3,8,高等,to make mischief/to play tricks
高血压,高血壓,gāo xuè yā,gao1 xue4 ya1,8,高等,high blood pressure/hypertension
高压,高壓,gāo yā,gao1 ya1,8,高等,high pressure/high-handed
高涨,高漲,gāo zhǎng,gao1 zhang3,8,高等,to surge up/to rise/(of tensions etc) to run high
搁,擱,gē,ge1,8,高等,to bear/to stand/to endure
格格不入,格格不入,gé gé bù rù,ge2 ge2 bu4 ru4,8,高等,(idiom) inharmonious/incompatible
格式,格式,gé shì,ge2 shi4,8,高等,form/specification/format
各式各样,各式各樣,gè shì gè yàng,ge4 shi4 ge4 yang4,8,高等,(of) all kinds and sorts/various
搁置,擱置,gē zhì,ge1 zhi4,8,高等,to shelve/to set aside
跟不上,跟不上,gēn bù shàng,gen1 bu4 shang4,8,高等,not able to keep up with
根源,根源,gēn yuán,gen1 yuan2,8,高等,origin/root (cause)
弓,弓,gōng,gong1,8,高等,a bow (weapon)/CL:張|张[zhang1]/to bend/to arch (one's back etc)
宫殿,宮殿,gōng diàn,gong1 dian4,8,高等,palace/CL:座[zuo4]
公共场所,公共場所,gōng gòng chǎng suǒ,gong1 gong4 chang3 suo3,8,高等,public place
公款,公款,gōng kuǎn,gong1 kuan3,8,高等,public money
共鸣,共鳴,gòng míng,gong4 ming2,8,高等,(physics) to resonate; resonance/sympathetic response
公墓,公墓,gōng mù,gong1 mu4,8,高等,public cemetery
公然,公然,gōng rán,gong1 ran2,8,高等,openly/publicly/undisguised
功效,功效,gōng xiào,gong1 xiao4,8,高等,efficacy
公益,公益,gōng yì,gong1 yi4,8,高等,public good; public welfare; public interest
工作量,工作量,gōng zuò liàng,gong1 zuo4 liang4,8,高等,workload; volume of work
够呛,夠嗆,gòu qiāng,gou4 qiang1,8,高等,unbearable/terrible/enough/unlikely
构思,構思,gòu sī,gou4 si1,8,高等,to design/to plot/to plan out/to compose/to draw a mental sketch/conception/plan/idea/composition
构想,構想,gòu xiǎng,gou4 xiang3,8,高等,to conceive/concept
钩子,鉤子,gōu zi,gou1 zi,8,高等,hook
故,故,gù,gu4,8,高等,"happening/instance/reason/cause/intentional/former/old/friend/therefore/hence/(of people) to die, dead"
鼓动,鼓動,gǔ dòng,gu3 dong4,8,高等,"to urge (an activity that may be beneficial, harmful or neutral); to encourage; to agitate; to instigate; to incite/to beat; to flap (wings, a fan etc)"
古人,古人,gǔ rén,gu3 ren2,8,高等,people of ancient times/the ancients/extinct human species such as Homo erectus or Homo neanderthalensis/(literary) deceased person
顾及,顧及,gù jí,gu4 ji2,8,高等,to take into consideration/to attend to
孤立,孤立,gū lì,gu1 li4,8,高等,to isolate/isolated/unrelated; irrelevant
孤零零,孤零零,gū líng líng,gu1 ling2 ling2,8,高等,lone/isolated and without help/all alone/solitary
顾虑,顧慮,gù lǜ,gu4 lv4,8,高等,misgivings; apprehensions/to worry about; to be concerned about
骨气,骨氣,gǔ qì,gu3 qi4,8,高等,unyielding character/courageous spirit/integrity/moral backbone
股市,股市,gǔ shì,gu3 shi4,8,高等,stock market
挂念,掛念,guà niàn,gua4 nian4,8,高等,concerned
拐弯,拐彎,guǎi wān,guai3 wan1,8,高等,to go round a curve/to turn a corner/fig. a new direction
拐杖,拐杖,guǎi zhàng,guai3 zhang4,8,高等,crutches/crutch/walking stick
观测,觀測,guān cè,guan1 ce4,8,高等,to observe/to survey/observation (scientific etc)
贯穿,貫穿,guàn chuān,guan4 chuan1,8,高等,to run through/a connecting thread from beginning to end/to link
灌输,灌輸,guàn shū,guan4 shu1,8,高等,to imbue with/to inculcate/to instill into/to teach/to impart/to channel water to another place
管教,管教,guǎn jiào,guan3 jiao4,8,高等,to discipline/to teach/to guarantee
官僚,官僚,guān liáo,guan1 liao2,8,高等,bureaucrat/bureaucracy/bureaucratic
观摩,觀摩,guān mó,guan1 mo2,8,高等,to observe and emulate/to study (esp. following sb's example)
观赏,觀賞,guān shǎng,guan1 shang3,8,高等,to look at sth with pleasure; to watch (sth marvelous)/ornamental
关头,關頭,guān tóu,guan1 tou2,8,高等,juncture/moment
管辖,管轄,guǎn xiá,guan3 xia2,8,高等,to administer/to have jurisdiction (over)
光顾,光顧,guāng gù,guang1 gu4,8,高等,to visit (as a customer)
光滑,光滑,guāng huá,guang1 hua2,8,高等,glossy; sleek; smooth
光环,光環,guāng huán,guang1 huan2,8,高等,ring of light; halo; (fig.) glory; splendor
光泽,光澤,guāng zé,guang1 ze2,8,高等,luster/gloss
规格,規格,guī gé,gui1 ge2,8,高等,standard/norm/specification
轨迹,軌跡,guǐ jì,gui3 ji4,8,高等,locus/orbit/trajectory/track
归结,歸結,guī jié,gui1 jie2,8,高等,to sum up; to conclude; to put in a nutshell/conclusion; end (of a story etc)
龟,龜,guī,gui1,8,高等,used in 龜茲|龟兹[Qiu1 ci2]
归属,歸屬,guī shǔ,gui1 shu3,8,高等,to belong to/to be affiliated to/to fall under the jurisdiction of/a place where one feels that one belongs/one's final destination (where one need look no further)
归宿,歸宿,guī sù,gui1 su4,8,高等,place to return to/home/final destination/ending
贵重,貴重,guì zhòng,gui4 zhong4,8,高等,precious
滚动,滾動,gǔn dòng,gun3 dong4,8,高等,to roll/(to do sth) in a loop/to scroll (computing)/to progressively expand (economics)/to rumble (of thunder)
过道,過道,guò dào,guo4 dao4,8,高等,passageway/corridor/aisle
国防,國防,guó fáng,guo2 fang2,8,高等,national defense
过关,過關,guò guān,guo4 guan1,8,高等,to cross a barrier/to get through (an ordeal)/to pass (a test)/to reach (a standard)
过滤,過濾,guò lǜ,guo4 lv4,8,高等,to filter/filter
果断,果斷,guǒ duàn,guo3 duan4,8,高等,firm/decisive
果园,果園,guǒ yuán,guo3 yuan2,8,高等,orchard
果真,果真,guǒ zhēn,guo3 zhen1,8,高等,really/as expected/sure enough/if indeed.../if it's really...
过头,過頭,guò tóu,guo4 tou2,8,高等,to overdo it/to overstep the limit/excessively/above one's head/overhead
过往,過往,guò wǎng,guo4 wang3,8,高等,to come and go/to have friendly relations with/in the past/previous
过意不去,過意不去,guò yì bù qù,guo4 yi4 bu4 qu4,8,高等,to feel very apologetic
过瘾,過癮,guò yǐn,guo4 yin3,8,高等,to satisfy a craving/to get a kick out of sth/gratifying/immensely enjoyable/satisfying/fulfilling
过早,過早,guò zǎo,guo4 zao3,8,高等,premature; untimely/(dialect) to have breakfast; breakfast
海滨,海濱,hǎi bīn,hai3 bin1,8,高等,shore/seaside
害虫,害蟲,hài chóng,hai4 chong2,8,高等,injurious insect/pest
海绵,海綿,hǎi mián,hai3 mian2,8,高等,"sponge (zoology)/sponge (piece of absorbent material, either natural or made from plastic etc)/foam rubber"
海面,海面,hǎi miàn,hai3 mian4,8,高等,sea level/sea surface
海峡,海峽,hǎi xiá,hai3 xia2,8,高等,strait; channel
海域,海域,hǎi yù,hai3 yu4,8,高等,sea area/territorial waters/maritime space
海藻,海藻,hǎi zǎo,hai3 zao3,8,高等,seaweed/marine alga/kelp
焊,"焊,釬,銲",hàn,han4,8,高等,variant of 焊[han4]
含糊,含糊,hán hú,han2 hu2,8,高等,ambiguous/vague/careless/perfunctory
罕见,罕見,hǎn jiàn,han3 jian4,8,高等,rare/rarely seen
汗水,汗水,hàn shuǐ,han4 shui3,8,高等,sweat/perspiration
捍卫,捍衛,hàn wèi,han4 wei4,8,高等,to defend/to uphold/to safeguard
航海,航海,háng hǎi,hang2 hai3,8,高等,to sail the seas/maritime navigation/voyage
行家,行家,háng jiā,hang2 jia1,8,高等,connoisseur; expert; veteran
行列,行列,háng liè,hang2 lie4,8,高等,"formation/array/(fig.) ranks (as in ""join the ranks of ..."")"
航天,航天,háng tiān,hang2 tian1,8,高等,space flight
毫不犹豫,毫不猶豫,háo bù yóu yù,hao2 bu4 you2 yu4,8,高等,without the slightest hesitation
号称,號稱,hào chēng,hao4 cheng1,8,高等,to be known as/to be nicknamed/to be purportedly/to claim (often exaggeratedly or falsely)
好歹,好歹,hǎo dǎi,hao3 dai3,8,高等,good and bad/most unfortunate occurrence/in any case/whatever
好坏,好壞,hǎo huài,hao3 huai4,8,高等,good or bad/good and bad/standard; quality/(coll.) very bad
好客,好客,hào kè,hao4 ke4,8,高等,hospitality/to treat guests well/to enjoy having guests/hospitable/friendly
耗费,耗費,hào fèi,hao4 fei4,8,高等,to waste/to spend/to consume/to squander
好评,好評,hǎo píng,hao3 ping2,8,高等,favorable criticism/positive evaluation
好奇心,好奇心,hào qí xīn,hao4 qi2 xin1,8,高等,interest in sth/curiosity/inquisitive
和蔼,和藹,hé ǎi,he2 ai3,8,高等,kindly/nice/amiable
合唱,合唱,hé chàng,he2 chang4,8,高等,chorus/to chorus
核电站,核電站,hé diàn zhàn,he2 dian4 zhan4,8,高等,nuclear power plant
核对,核對,hé duì,he2 dui4,8,高等,to check/to verify/to audit/to examine
合乎,合乎,hé hū,he2 hu1,8,高等,to accord with; to conform to
和睦,和睦,hé mù,he2 mu4,8,高等,peaceful relations/harmonious
核能,核能,hé néng,he2 neng2,8,高等,nuclear energy
合情合理,合情合理,hé qíng hé lǐ,he2 qing2 he2 li3,8,高等,reasonable and fair (idiom)
和尚,和尚,hé shàng,he2 shang4,8,高等,Buddhist monk
核实,核實,hé shí,he2 shi2,8,高等,to verify; to check
核桃,核桃,hé táo,he2 tao2,8,高等,"walnut/CL:個|个[ge4],棵[ke1]"
合影,合影,hé yǐng,he2 ying3,8,高等,to take a joint photo/group photo
黑白,黑白,hēi bái,hei1 bai2,8,高等,black and white/right and wrong/monochrome
黑马,黑馬,hēi mǎ,hei1 ma3,8,高等,dark horse/fig. unexpected winner
黑手,黑手,hēi shǒu,hei1 shou3,8,高等,(fig.) malign agent who manipulates from behind the scenes/hidden hand/(Tw) mechanic/blue-collar worker/manual laborer
恨不得,恨不得,hèn bù dé,hen4 bu4 de2,8,高等,wishing one could do sth; to hate to be unable; itching to do sth
烘干,烘乾,hōng gān,hong1 gan1,8,高等,to dry over a stove
宏伟,宏偉,hóng wěi,hong2 wei3,8,高等,grand/imposing/magnificent
厚道,厚道,hòu dào,hou4 dao4,8,高等,kind and honest/generous/sincere
后盾,後盾,hòu dùn,hou4 dun4,8,高等,support/backing
后期,後期,hòu qī,hou4 qi1,8,高等,late stage/later period
后勤,後勤,hòu qín,hou4 qin2,8,高等,logistics
后续,後續,hòu xù,hou4 xu4,8,高等,follow-up/(dialect) to remarry
后裔,後裔,hòu yì,hou4 yi4,8,高等,descendant
后遗症,後遺症,hòu yí zhèng,hou4 yi2 zheng4,8,高等,(medicine) sequelae/residual effects/(fig.) repercussions/aftermath
后者,後者,hòu zhě,hou4 zhe3,8,高等,the latter
糊,"餬,糊,䊀",hú,hu2,8,高等,congee/(in 糊口[hu2 kou3]) to feed oneself
呼唤,呼喚,hū huàn,hu1 huan4,8,高等,to call out (a name etc)/to shout
呼救,呼救,hū jiù,hu1 jiu4,8,高等,to call for help
忽悠,忽悠,hū yōu,hu1 you1,8,高等,to rock/to sway/to flicker (e.g. of lights reflected on water)/to flutter (e.g. of a flag)/to trick sb into doing sth/to dupe/to con
呼吁,呼籲,hū yù,hu1 yu4,8,高等,to call on (sb to do sth)/to appeal (to)/an appeal
互助,互助,hù zhù,hu4 zhu4,8,高等,to help each other
花瓣,花瓣,huā bàn,hua1 ban4,8,高等,petal/CL:片[pian4]
划算,划算,huá suàn,hua2 suan4,8,高等,to calculate/to weigh (pros and cons)/to view as profitable/worthwhile/value for money/cost-effective
话筒,話筒,huà tǒng,hua4 tong3,8,高等,microphone/(telephone) receiver; handset/megaphone/(fig.) mouthpiece; spokesperson
话语,話語,huà yǔ,hua4 yu3,8,高等,words/speech/utterance/discourse
怀旧,懷舊,huái jiù,huai2 jiu4,8,高等,to feel nostalgic/nostalgia
缓,緩,huǎn,huan3,8,高等,slow/unhurried/sluggish/gradual/not tense/relaxed/to postpone/to defer/to stall/to stave off/to revive/to recuperate
患病,患病,huàn bìng,huan4 bing4,8,高等,to fall ill
换成,換成,huàn chéng,huan4 cheng2,8,高等,to exchange (sth) for (sth else)/to replace with/to convert into
缓和,緩和,huǎn hé,huan3 he2,8,高等,to ease (tension)/to alleviate/to moderate/to allay/to make more mild
缓缓,緩緩,huǎn huǎn,huan3 huan3,8,高等,slowly/unhurriedly/little by little
欢快,歡快,huān kuài,huan1 kuai4,8,高等,cheerful and lighthearted/lively
唤起,喚起,huàn qǐ,huan4 qi3,8,高等,"to waken (to action)/to rouse (the masses)/to evoke (attention, recollection etc)"
环绕,環繞,huán rào,huan2 rao4,8,高等,to surround/to circle/to revolve around
患有,患有,huàn yǒu,huan4 you3,8,高等,to contract (an illness)/to be afflicted with/to suffer from
还原,還原,huán yuán,huan2 yuan2,8,高等,to restore to the original state/to reconstruct (an event)/reduction (chemistry)
慌乱,慌亂,huāng luàn,huang1 luan4,8,高等,frenetic/hurried
慌张,慌張,huāng zhāng,huang1 zhang1,8,高等,flustered/agitated
荒诞,荒誕,huāng dàn,huang1 dan4,8,高等,beyond belief/incredible/preposterous/fantastic
黄昏,黃昏,huáng hūn,huang2 hun1,8,高等,dusk/evening/nightfall
荒凉,荒涼,huāng liáng,huang1 liang2,8,高等,desolate
皇上,皇上,huáng shàng,huang2 shang4,8,高等,the emperor/Your majesty the emperor/His imperial majesty
皇宫,皇宮,huáng gōng,huang2 gong1,8,高等,imperial palace
会场,會場,huì chǎng,hui4 chang3,8,高等,meeting place/place where people gather/CL:個|个[ge4]
灰尘,灰塵,huī chén,hui1 chen2,8,高等,dust
汇合,匯合,huì hé,hui4 he2,8,高等,confluence/to converge/to join/to fuse/fusion
悔恨,悔恨,huǐ hèn,hui3 hen4,8,高等,remorse/repentance
辉煌,輝煌,huī huáng,hui1 huang2,8,高等,splendid/glorious
回首,回首,huí shǒu,hui2 shou3,8,高等,to turn around; to look back/(fig.) to recall the past
回味,回味,huí wèi,hui2 wei4,8,高等,to call to mind and ponder over/aftertaste
灰心,灰心,huī xīn,hui1 xin1,8,高等,to lose heart/to be discouraged
回忆录,回憶錄,huí yì lù,hui2 yi4 lu4,8,高等,memoir
会诊,會診,huì zhěn,hui4 zhen3,8,高等,consultation (medical)/to meet for diagnosis/(by extension) consultation of different specialists
混凝土,混凝土,hùn níng tǔ,hun4 ning2 tu3,8,高等,concrete
混淆,混淆,hùn xiáo,hun4 xiao2,8,高等,to obscure/to confuse/to mix up/to blur/to mislead
货币,貨幣,huò bì,huo4 bi4,8,高等,currency/monetary/money
或多或少,或多或少,huò duō huò shǎo,huo4 duo1 huo4 shao3,8,高等,more or less
祸害,禍害,huò hài,huo4 hai4,8,高等,disaster/harm/scourge/bad person/to damage/to harm/to wreck
火热,火熱,huǒ rè,huo3 re4,8,高等,fiery/burning/fervent/ardent/passionate
伙食,伙食,huǒ shí,huo3 shi2,8,高等,food/meals
获悉,獲悉,huò xī,huo4 xi1,8,高等,to learn of sth/to find out/to get news
货运,貨運,huò yùn,huo4 yun4,8,高等,freight transport/cargo/transported goods
肌肤,肌膚,jī fū,ji1 fu1,8,高等,skin/flesh/fig. close physical relationship
计较,計較,jì jiào,ji4 jiao4,8,高等,to bother about/to haggle/to bicker/to argue/plan/stratagem
激起,激起,jī qǐ,ji1 qi3,8,高等,to arouse/to evoke/to cause/to stir up
集结,集結,jí jié,ji2 jie2,8,高等,to assemble/to concentrate/to mass/to build up/to marshal
寂静,寂靜,jì jìng,ji4 jing4,8,高等,quiet
急剧,急劇,jí jù,ji2 ju4,8,高等,rapid; sudden
即可,即可,jí kě,ji2 ke3,8,高等,equivalent to 就可以/can then (do sth)/can immediately (do sth)/(do sth) and that will suffice
极力,極力,jí lì,ji2 li4,8,高等,to make a supreme effort/at all costs
纪录片,紀錄片,jì lù piàn,ji4 lu4 pian4,8,高等,newsreel/documentary (film or TV program)/CL:部[bu4]
继母,繼母,jì mǔ,ji4 mu3,8,高等,stepmother
纪念碑,紀念碑,jì niàn bēi,ji4 nian4 bei1,8,高等,monument
纪念馆,紀念館,jì niàn guǎn,ji4 nian4 guan3,8,高等,memorial hall/commemorative museum
及其,及其,jí qí,ji2 qi2,8,高等,(conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...
畸形,畸形,jī xíng,ji1 xing2,8,高等,deformed; malformed/lopsided; unbalanced
技艺,技藝,jì yì,ji4 yi4,8,高等,skill/art
寄托,寄託,jì tuō,ji4 tuo1,8,高等,"to entrust (to sb)/to place (one's hope, energy etc) in/a thing in which you invest (your hope, energy etc)"
极为,極為,jí wéi,ji2 wei2,8,高等,extremely/exceedingly
机舱,機艙,jī cāng,ji1 cang1,8,高等,cabin of a plane
机动,機動,jī dòng,ji1 dong4,8,高等,"locomotive/motorized/power-driven/adaptable/flexible (use, treatment, timing etc)"
机智,機智,jī zhì,ji1 zhi4,8,高等,quick-witted/resourceful
吉祥物,吉祥物,jí xiáng wù,ji2 xiang2 wu4,8,高等,mascot
急性,急性,jí xìng,ji2 xing4,8,高等,acute
积蓄,積蓄,jī xù,ji1 xu4,8,高等,to save; to put aside/savings
挤压,擠壓,jǐ yā,ji3 ya1,8,高等,to squeeze/to press/to extrude
急于,急於,jí yú,ji2 yu2,8,高等,eager to/in a hurry to
急诊,急診,jí zhěn,ji2 zhen3,8,高等,"to give or receive urgent medical treatment/emergency treatment (at a hospital emergency department, or from a doctor on a house call)"
急转弯,急轉彎,jí zhuǎn wān,ji2 zhuan3 wan1,8,高等,to make a sudden turn
集装箱,集裝箱,jí zhuāng xiāng,ji2 zhuang1 xiang1,8,高等,container (for shipping)
假冒,假冒,jiǎ mào,jia3 mao4,8,高等,to impersonate/to pose as (someone else)/to counterfeit/to palm off (a fake as a genuine)
家教,家教,jiā jiào,jia1 jiao4,8,高等,family education/upbringing/to bring sb up/private tutor
嘉年华,嘉年華,jiā nián huá,jia1 nian2 hua2,8,高等,carnival (loanword)
加深,加深,jiā shēn,jia1 shen1,8,高等,to deepen
架势,架勢,jià shì,jia4 shi4,8,高等,attitude/position (on an issue etc)
家用,家用,jiā yòng,jia1 yong4,8,高等,home-use/domestic/family expenses/housekeeping money
驾驭,駕馭,jià yù,jia4 yu4,8,高等,to urge on (of horse)/to drive/to steer/to handle/to manage/to master/to dominate
家政,家政,jiā zhèng,jia1 zheng4,8,高等,housekeeping
价值观,價值觀,jià zhí guān,jia4 zhi2 guan1,8,高等,system of values
加重,加重,jiā zhòng,jia1 zhong4,8,高等,"to make heavier/to emphasize/(of an illness etc) to become more serious/to aggravate (a bad situation)/to increase (a burden, punishment etc)"
拣,揀,jiǎn,jian3,8,高等,to choose/to pick/to sort out/to pick up
鉴别,鑑別,jiàn bié,jian4 bie2,8,高等,to differentiate; to distinguish
监察,監察,jiān chá,jian1 cha2,8,高等,to supervise/to control
简称,簡稱,jiǎn chēng,jian3 cheng1,8,高等,to be abbreviated to/abbreviation; short form
间断,間斷,jiàn duàn,jian4 duan4,8,高等,disconnected/interrupted/suspended/a gap/a break
尖端,尖端,jiān duān,jian1 duan1,8,高等,sharp pointed end/the tip/the cusp/tip-top/most advanced and sophisticated/highest peak/the best
间隔,間隔,jiàn gé,jian4 ge2,8,高等,"gap/interval/compartment/to divide/to separate/to leave a gap of (two weeks, three meters etc)"
兼顾,兼顧,jiān gù,jian1 gu4,8,高等,"to attend simultaneously to two or more things/to balance (career and family, family and education etc)"
简化,簡化,jiǎn huà,jian3 hua4,8,高等,to simplify
溅,濺,jiàn,jian4,8,高等,to splash
见解,見解,jiàn jiě,jian4 jie3,8,高等,opinion/view/understanding
简洁,簡潔,jiǎn jié,jian3 jie2,8,高等,concise/succinct/pithy
艰巨,艱巨,jiān jù,jian1 ju4,8,高等,arduous/terrible (task)/very difficult/formidable
简陋,簡陋,jiǎn lòu,jian3 lou4,8,高等,simple and crude
尖锐,尖銳,jiān ruì,jian1 rui4,8,高等,sharp/intense/penetrating/pointed/acute (illness)
减弱,減弱,jiǎn ruò,jian3 ruo4,8,高等,to weaken; to diminish
坚实,堅實,jiān shí,jian1 shi2,8,高等,firm and substantial/solid
肩负,肩負,jiān fù,jian1 fu4,8,高等,to shoulder (a burden)/to bear/to suffer (a disadvantage)
艰辛,艱辛,jiān xīn,jian1 xin1,8,高等,hardships/arduous/difficult
减压,減壓,jiǎn yā,jian3 ya1,8,高等,to reduce pressure/to relax
简要,簡要,jiǎn yào,jian3 yao4,8,高等,concise/brief
简易,簡易,jiǎn yì,jian3 yi4,8,高等,simple and easy/simplistic/simplicity
坚硬,堅硬,jiān yìng,jian1 ying4,8,高等,hard/solid
健壮,健壯,jiàn zhuàng,jian4 zhuang4,8,高等,robust/healthy/sturdy
僵,"僵,殭",jiāng,jiang1,8,高等,variant of 僵[jiang1]
讲解,講解,jiǎng jiě,jiang3 jie3,8,高等,to explain
僵局,僵局,jiāng jú,jiang1 ju2,8,高等,impasse/deadlock
奖牌,獎牌,jiǎng pái,jiang3 pai2,8,高等,medal (awarded as a prize)
奖项,獎項,jiǎng xiàng,jiang3 xiang4,8,高等,award; prize/CL:項|项[xiang4]
绞,絞,jiǎo,jiao3,8,高等,to twist (strands into a thread)/to entangle/to wring/to hang (by the neck)/to turn/to wind/classifier for skeins of yarn
浇,澆,jiāo,jiao1,8,高等,to pour liquid/to irrigate (using waterwheel)/to water/to cast (molten metal)/to mold
搅拌,攪拌,jiǎo bàn,jiao3 ban4,8,高等,to stir/to agitate
交付,交付,jiāo fù,jiao1 fu4,8,高等,to hand over/to deliver
交集,交集,jiāo jí,jiao1 ji2,8,高等,(of diverse emotions) to occur simultaneously; to intermingle/common ground; points of commonality; overlap; connection/interaction; dealings/(math.) (set theory) intersection
教科书,教科書,jiào kē shū,jiao4 ke1 shu1,8,高等,textbook/CL:本[ben3]
矫正,矯正,jiǎo zhèng,jiao3 zheng4,8,高等,to correct/to rectify (e.g. a physical defect such as hearing or vision)/to cure/rectification/correction/to straighten
交接,交接,jiāo jiē,jiao1 jie1,8,高等,(of two things) to come into contact/to meet/to hand over to/to take over from/to associate with/to have friendly relations with/to have sexual intercourse
焦急,焦急,jiāo jí,jiao1 ji2,8,高等,anxiety/anxious
焦躁,焦躁,jiāo zào,jiao1 zao4,8,高等,fretful/impatient
交情,交情,jiāo qíng,jiao1 qing2,8,高等,friendship/friendly relations
交涉,交涉,jiāo shè,jiao1 she4,8,高等,to negotiate (with)/to have dealings (with)
郊外,郊外,jiāo wài,jiao1 wai4,8,高等,outskirts
交响乐,交響樂,jiāo xiǎng yuè,jiao1 xiang3 yue4,8,高等,symphony
缴,繳,jiǎo,jiao3,8,高等,to hand in/to hand over/to seize
结冰,結冰,jié bīng,jie2 bing1,8,高等,to freeze
阶层,階層,jiē céng,jie1 ceng2,8,高等,social class
解答,解答,jiě dá,jie3 da2,8,高等,to solve (a problem)/to resolve (a difficulty)/to provide an answer/solution/resolution/answer
介于,介於,jiè yú,jie4 yu2,8,高等,between/intermediate/to lie between
阶级,階級,jiē jí,jie1 ji2,8,高等,(social) class/CL:個|个[ge4]
解读,解讀,jiě dú,jie3 du2,8,高等,to decipher/to decode/to interpret
竭尽全力,竭盡全力,jié jìn quán lì,jie2 jin4 quan2 li4,8,高等,to spare no effort (idiom); to do one's utmost
洁净,潔淨,jié jìng,jie2 jing4,8,高等,clean/to cleanse
结晶,結晶,jié jīng,jie2 jing1,8,高等,to crystallize/crystallization/crystal/crystalline/(fig.) the fruit (of labor etc)
竭力,竭力,jié lì,jie2 li4,8,高等,to do one's utmost
截然不同,截然不同,jié rán bù tóng,jie2 ran2 bu4 tong2,8,高等,entirely different/different as black and white
结识,結識,jié shí,jie2 shi2,8,高等,to get to know sb/to meet sb for the first time
届时,屆時,jiè shí,jie4 shi2,8,高等,when the time comes/at the scheduled time
揭示,揭示,jiē shì,jie1 shi4,8,高等,to show/to make known
解体,解體,jiě tǐ,jie3 ti3,8,高等,to break up into components/to disintegrate/to collapse/to crumble
阶梯,階梯,jiē tī,jie1 ti1,8,高等,flight of steps/(fig.) stepping stone; way to reach the goal of
界线,界線,jiè xiàn,jie4 xian4,8,高等,limits/bounds/dividing line
接班人,接班人,jiē bān rén,jie1 ban1 ren2,8,高等,successor
接见,接見,jiē jiàn,jie1 jian4,8,高等,to receive sb/to grant an interview
接纳,接納,jiē nà,jie1 na4,8,高等,to admit (to membership)
戒烟,戒煙,jiè yān,jie4 yan1,8,高等,to give up smoking
借助,借助,jiè zhù,jie4 zhu4,8,高等,to draw support from/with the help of
禁不住,禁不住,jīn bú zhù,jin1 bu2 zhu4,8,高等,can't help it/can't bear it
进场,進場,jìn chǎng,jin4 chang3,8,高等,to enter the venue/to enter the arena/(aviation) to approach the airfield/(investing) to get into the market
紧凑,緊湊,jǐn còu,jin3 cou4,8,高等,compact/terse/tight (schedule)
禁忌,禁忌,jìn jì,jin4 ji4,8,高等,taboo/contraindication (medicine)/to abstain from
紧接着,緊接著,jǐn jiē zhe,jin3 jie1 zhe,8,高等,immediately afterwards/shortly after that
金字塔,金字塔,jīn zì tǎ,jin1 zi4 ta3,8,高等,pyramid (building or structure)
紧迫,緊迫,jǐn pò,jin3 po4,8,高等,pressing/urgent
筋,筋,jīn,jin1,8,高等,muscle/tendon/veins visible under the skin/sth resembling tendons or veins (e.g. fiber in a vegetable)
禁区,禁區,jìn qū,jin4 qu1,8,高等,restricted area/forbidden region
晋升,晉升,jìn shēng,jin4 sheng1,8,高等,to promote to a higher position
