word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition
课程,課程,kè chéng,ke4 cheng2,3,三级,"course/academic program/CL:堂[tang2],節|节[jie2],門|门[men2]"
克服,克服,kè fú,ke4 fu2,3,三级,(try to) overcome (hardships etc)/to conquer/to put up with/to endure
客观,客觀,kè guān,ke4 guan1,3,三级,objective/impartial
可靠,可靠,kě kào,ke3 kao4,3,三级,reliable
科技,科技,kē jì,ke1 ji4,3,三级,science and technology
可乐,可樂,kě lè,ke3 le4,3,三级,amusing/entertaining/(loanword) cola
空儿,空兒,kòng ér,kong4 er2,3,三级,spare time/free time
空,空,kōng,kong1,3,三级,to empty/vacant/unoccupied/space/leisure/free time
恐怕,恐怕,kǒng pà,kong3 pa4,3,三级,fear/to dread/I'm afraid that.../perhaps/maybe
空调,空調,kōng tiáo,kong1 tiao2,3,三级,air conditioning/air conditioner (including units that have a heating mode)/CL:臺|台[tai2]
裤子,褲子,kù zi,ku4 zi,3,三级,trousers/pants/CL:條|条[tiao2]
快速,快速,kuài sù,kuai4 su4,3,三级,fast; high-speed; rapid
困,"睏,困",kùn,kun4,3,三级,sleepy/tired
困难,困難,kùn nán,kun4 nan2,3,三级,difficult/challenging/straitened circumstances/difficult situation
浪费,浪費,làng fèi,lang4 fei4,3,三级,to waste/to squander
老百姓,老百姓,lǎo bǎi xìng,lao3 bai3 xing4,3,三级,"ordinary people/the ""person in the street""/CL:個|个[ge4]"
老板,"老闆,老板",lǎo bǎn,lao3 ban3,3,三级,boss/business proprietor/CL:個|个[ge4]
老太太,老太太,lǎo tài tài,lao3 tai4 tai4,3,三级,elderly lady (respectful)/esteemed mother/CL:位[wei4]
老头儿,老頭兒,lǎo tou er,lao3 tou er,3,三级,see 老頭子|老头子[lao3 tou2 zi5]
乐观,樂觀,lè guān,le4 guan1,3,三级,optimistic; hopeful
了,"了,瞭",le,le,3,三级,unofficial variant of 瞭[liao4]
乐,樂,lè,le4,3,三级,music
类,類,lèi,lei4,3,三级,kind/type/class/category/similar/like/to resemble
类似,類似,lèi sì,lei4 si4,3,三级,similar; analogous
力,力,lì,li4,3,三级,power/force/strength/ability/strenuously
离婚,離婚,lí hūn,li2 hun1,3,三级,to divorce
理发,理髮,lǐ fà,li3 fa4,3,三级,to get a haircut; to have one's hair done/to cut (sb's) hair; to give (sb) a haircut
理解,理解,lǐ jiě,li3 jie3,3,三级,to comprehend; to understand
里面,裡面,lǐ miàn,li3 mian4,3,三级,inside/interior/also pr. [li3 mian5]
力量,力量,lì liàng,li4 liang4,3,三级,power/force/strength
理论,理論,lǐ lùn,li3 lun4,3,三级,theory/CL:個|个[ge4]/to argue/to take notice of
立刻,立刻,lì kè,li4 ke4,3,三级,forthwith/immediate/prompt/promptly/straightway/thereupon/at once
利用,利用,lì yòng,li4 yong4,3,三级,to exploit/to make use of/to use/to take advantage of/to utilize
理由,理由,lǐ yóu,li3 you2,3,三级,reason/grounds/justification/CL:個|个[ge4]
连,連,lián,lian2,3,三级,"to link/to join/to connect/continuously/in succession/including/(used with 也[ye3], 都[dou1] etc) even/company (military)"
联合,聯合,lián hé,lian2 he2,3,三级,to combine/to join/unite/alliance
联合国,聯合國,lián hé guó,lian2 he2 guo2,3,三级,United Nations
连忙,連忙,lián máng,lian2 mang2,3,三级,promptly/at once
联系,"聯繫,聯係",lián xì,lian2 xi4,3,三级,connection/contact/relation/to get in touch with/to integrate/to link/to touch
连续,連續,lián xù,lian2 xu4,3,三级,continuous/in a row/serial/consecutive
连续剧,連續劇,lián xù jù,lian2 xu4 ju4,3,三级,serialized drama/dramatic series/show in parts
凉水,涼水,liáng shuǐ,liang2 shui3,3,三级,cool water/unboiled water
领,領,lǐng,ling3,3,三级,"neck/collar/to lead/to receive/classifier for clothes, mats, screens etc"
领导,領導,lǐng dǎo,ling3 dao3,3,三级,"lead/leading/to lead/leadership/leader/CL:位[wei4],個|个[ge4]"
另外,另外,lìng wài,ling4 wai4,3,三级,additional/in addition/besides/separate/other/moreover/furthermore
领先,領先,lǐng xiān,ling3 xian1,3,三级,to lead/to be in front
另一方面,另一方面,lìng yì fāng miàn,ling4 yi4 fang1 mian4,3,三级,on the other hand/another aspect
留学,留學,liú xué,liu2 xue2,3,三级,to study abroad
龙,龍,lóng,long2,3,三级,dragon/CL:條|条[tiao2]/imperial
录,"錄,彔",lù,lu4,3,三级,diary/record/to hit/to copy
旅馆,旅館,lǚ guǎn,lv3 guan3,3,三级,hotel/CL:家[jia1]
绿茶,綠茶,lǜ chá,lv4 cha2,3,三级,green tea/(slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative/a girl who has these qualities
路线,路線,lù xiàn,lu4 xian4,3,三级,itinerary/route/political line (e.g. right revisionist road)/CL:條|条[tiao2]
旅行社,旅行社,lǚ xíng shè,lv3 xing2 she4,3,三级,travel agency
录音,錄音,lù yīn,lu4 yin1,3,三级,to record (sound)/sound recording/CL:個|个[ge4]
乱,亂,luàn,luan4,3,三级,in confusion or disorder/in a confused state of mind/disorder/upheaval/riot/illicit sexual relations/to throw into disorder/to mix up/indiscriminate/random/arbitrary
落后,落後,luò hòu,luo4 hou4,3,三级,to fall behind/to lag (in technology etc)/backward/to retrogress
马,馬,mǎ,ma3,3,三级,horse/CL:匹[pi3]/horse or cavalry piece in Chinese chess/knight in Western chess
麻烦,麻煩,má fán,ma2 fan2,3,三级,trouble; inconvenience/inconvenient; troublesome; annoying/to bother sb; to put sb to trouble
慢慢,慢慢,màn màn,man4 man4,3,三级,slowly
满足,滿足,mǎn zú,man3 zu2,3,三级,to satisfy/to meet (the needs of)/satisfied/content
毛,毛,máo,mao2,3,三级,"hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])"
毛病,毛病,máo bìng,mao2 bing4,3,三级,fault/defect/shortcomings/ailment/CL:個|个[ge4]
每,每,měi,mei3,3,三级,each/every
美,美,měi,mei3,3,三级,beautiful/very satisfactory; good/to beautify/to be pleased with oneself
美好,美好,měi hǎo,mei3 hao3,3,三级,beautiful/fine
美丽,美麗,měi lì,mei3 li4,3,三级,beautiful
美食,美食,měi shí,mei3 shi2,3,三级,culinary delicacy/fine food/gourmet food
美术,美術,měi shù,mei3 shu4,3,三级,art/fine arts/painting/CL:種|种[zhong3]
媒体,媒體,méi tǐ,mei2 ti3,3,三级,"media, esp. news media"
没用,沒用,méi yòng,mei2 yong4,3,三级,useless
美元,美元,měi yuán,mei3 yuan2,3,三级,American dollar/US dollar
米,米,mǐ,mi3,3,三级,rice/CL:粒[li4]/meter (classifier)
迷,迷,mí,mi2,3,三级,to bewilder/crazy about/fan/enthusiast/lost/confused
面对,面對,miàn duì,mian4 dui4,3,三级,to face; to confront
面积,面積,miàn jī,mian4 ji1,3,三级,"area (of a floor, piece of land etc)/surface area/tract of land"
民间,民間,mín jiān,min2 jian1,3,三级,among the people/popular/folk/non-governmental/involving people rather than governments
民族,民族,mín zú,min2 zu2,3,三级,nationality; ethnic group/CL:個|个[ge4]
明确,明確,míng què,ming2 que4,3,三级,clear-cut; definite; explicit/to clarify; to specify; to make definite
明显,明顯,míng xiǎn,ming2 xian3,3,三级,clear/distinct/obvious
命运,命運,mìng yùn,ming4 yun4,3,三级,fate; destiny/CL:個|个[ge4]
某,某,mǒu,mou3,3,三级,some/a certain/sb or sth indefinite/such-and-such
目标,目標,mù biāo,mu4 biao1,3,三级,target/goal/objective/CL:個|个[ge4]
目前,目前,mù qián,mu4 qian2,3,三级,at the present time/currently
母亲,母親,mǔ qīn,mu3 qin1,3,三级,mother/also pr. [mu3 qin5]/CL:個|个[ge4]
木头,木頭,mù tou,mu4 tou,3,三级,"slow-witted/blockhead/log (of wood, timber etc)/CL:塊|块[kuai4],根[gen1]"
奶茶,奶茶,nǎi chá,nai3 cha2,3,三级,milk tea
南部,南部,nán bù,nan2 bu4,3,三级,southern part
难道,難道,nán dào,nan2 dao4,3,三级,don't tell me .../could it be that...?
难度,難度,nán dù,nan2 du4,3,三级,degree of difficulty
男子,男子,nán zi,nan2 zi,3,三级,a man; a male
内,內,nèi,nei4,3,三级,inside/inner/internal/within/interior
内容,內容,nèi róng,nei4 rong2,3,三级,"content/substance/details/CL:個|个[ge4],項|项[xiang4]"
内心,內心,nèi xīn,nei4 xin1,3,三级,heart; innermost being/(math.) incenter
能力,能力,néng lì,neng2 li4,3,三级,capability/ability/CL:個|个[ge4]
能不能,能不能,néng bù néng,neng2 bu4 neng2,3,三级,can or cannot
念,"念,唸",niàn,nian4,3,三级,to read/to study (a subject)/to attend (a school)/to read aloud/to give (sb) a tongue-lashing (CL:頓|顿[dun4])/to miss (sb)/idea/remembrance/twenty (banker's anti-fraud numeral corresponding to 廿[nian4])
年底,年底,nián dǐ,nian2 di3,3,三级,the end of the year/year-end
年纪,年紀,nián jì,nian2 ji4,3,三级,"age/CL:把[ba3],個|个[ge4]"
年初,年初,nián chū,nian2 chu1,3,三级,beginning of the year
年代,年代,nián dài,nian2 dai4,3,三级,a decade of a century (e.g. the Sixties)/age/era/period/CL:個|个[ge4]
牛,牛,niú,niu2,3,三级,"ox/cow/bull/CL:條|条[tiao2],頭|头[tou2]/newton (abbr. for 牛頓|牛顿[niu2 dun4])/(slang) awesome"
农村,農村,nóng cūn,nong2 cun1,3,三级,rural area/village/CL:個|个[ge4]
农民,農民,nóng mín,nong2 min2,3,三级,peasant/farmer/CL:個|个[ge4]
农业,農業,nóng yè,nong2 ye4,3,三级,agriculture/farming
女子,女子,nǚ zǐ,nv3 zi3,3,三级,woman/female
暖和,暖和,nuǎn huo,nuan3 huo,3,三级,warm/nice and warm
怕,怕,pà,pa4,3,三级,to be afraid/to fear/to dread/to be unable to endure/perhaps
拍,拍,pāi,pai1,3,三级,to pat/to clap/to slap/to swat/to take (a photo)/to shoot (a film)/racket (sports)/beat (music)
派,派,pài,pai4,3,三级,clique/school/group/faction/to dispatch/to send/to assign/to appoint/pi (Greek letter Ππ)/the circular ratio pi = 3.1415926/(loanword) pie
排,排,pái,pai2,3,三级,"a row/a line/to set in order/to arrange/to line up/to eliminate/to drain/to push open/platoon/raft/classifier for lines, rows etc"
排名,排名,pái míng,pai2 ming2,3,三级,"to rank (1st, 2nd etc)/ranking"
牌子,牌子,pái zi,pai2 zi,3,三级,sign/trademark/brand
判断,判斷,pàn duàn,pan4 duan4,3,三级,to judge/to determine/judgment
胖,胖,pàng,pang4,3,三级,fat/plump
跑步,跑步,pǎo bù,pao3 bu4,3,三级,to run/to jog/(military) to march at the double
配,配,pèi,pei4,3,三级,to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription)/to allocate
配合,配合,pèi hé,pei4 he2,3,三级,matching/fitting in with/compatible with/to correspond/to fit/to conform to/rapport/to coordinate with/to act in concert with/to cooperate/to become man and wife/to combine parts of machine
皮,皮,pí,pi2,3,三级,leather/skin/fur/CL:張|张[zhang1]/pico- (one trillionth)/naughty
皮包,皮包,pí bāo,pi2 bao1,3,三级,handbag/briefcase
啤酒,啤酒,pí jiǔ,pi2 jiu3,3,三级,"beer (loanword)/CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]"
批评,批評,pī píng,pi1 ping2,3,三级,"to criticize; criticism/CL:次[ci4],番[fan1]"
批准,批准,pī zhǔn,pi1 zhun3,3,三级,to approve; to ratify
票价,票價,piào jià,piao4 jia4,3,三级,ticket price; fare; admission fee
苹果,蘋果,píng guǒ,ping2 guo3,3,三级,"apple/CL:個|个[ge4],顆|颗[ke1]"
评价,評價,píng jià,ping2 jia4,3,三级,to evaluate/to assess
破,破,pò,po4,3,三级,"broken/damaged/worn out/lousy/rotten/to break, split or cleave/to get rid of/to destroy/to break with/to defeat/to capture (a city etc)/to expose the truth of"
破坏,破壞,pò huài,po4 huai4,3,三级,destruction/damage/to wreck/to break/to destroy
普遍,普遍,pǔ biàn,pu3 bian4,3,三级,universal/general/widespread/common
普及,普及,pǔ jí,pu3 ji2,3,三级,to spread extensively/to generalize/widespread/popular/universal/ubiquitous/pervasive
其次,其次,qí cì,qi2 ci4,3,三级,next/secondly
奇怪,奇怪,qí guài,qi2 guai4,3,三级,strange/odd/to marvel/to be baffled
齐,齊,qí,qi2,3,三级,neat/even/level with/identical/simultaneous/all together/to even sth out
期,"期,朞",qī,qi1,3,三级,"a period of time/phase/stage/classifier for issues of a periodical, courses of study/time/term/period/to hope/Taiwan pr. [qi2]"
气候,氣候,qì hòu,qi4 hou4,3,三级,(meteorology) climate/(fig.) climate; prevailing conditions (in human affairs)/CL:種|种[zhong3]
其实,其實,qí shí,qi2 shi2,3,三级,actually; in fact; really
前后,前後,qián hòu,qian2 hou4,3,三级,around/from beginning to end/all around/front and rear
前进,前進,qián jìn,qian2 jin4,3,三级,to go forward/to forge ahead/to advance/onward
前面,前面,qián miàn,qian2 mian4,3,三级,ahead/in front/preceding/above/also pr. [qian2 mian5]
前往,前往,qián wǎng,qian2 wang3,3,三级,to leave for; to proceed towards; to go to
千万,千萬,qiān wàn,qian1 wan4,3,三级,ten million/countless/many/one must by all means
强大,強大,qiáng dà,qiang2 da4,3,三级,large; formidable; powerful; strong
强调,強調,qiáng diào,qiang2 diao4,3,三级,to emphasize (a statement)/to stress
强,"強,彊",qiáng,qiang2,3,三级,variant of 強|强[qiang3]
强烈,強烈,qiáng liè,qiang2 lie4,3,三级,strong; intense
桥,橋,qiáo,qiao2,3,三级,bridge/CL:座[zuo4]
巧,巧,qiǎo,qiao3,3,三级,opportunely/coincidentally/as it happens/skillful/timely
亲切,親切,qīn qiè,qin1 qie4,3,三级,amiable/cordial/close and dear/familiar
亲,親,qīn,qin1,3,三级,parents-in-law of one's offspring
亲人,親人,qīn rén,qin1 ren2,3,三级,one's close relatives
亲自,親自,qīn zì,qin1 zi4,3,三级,personally/in person/oneself
情感,情感,qíng gǎn,qing2 gan3,3,三级,feeling/emotion/to move (emotionally)
请教,請教,qǐng jiào,qing3 jiao4,3,三级,to ask for guidance/to consult
情况,情況,qíng kuàng,qing2 kuang4,3,三级,"circumstances; state of affairs; situation/CL:個|个[ge4],種|种[zhong3]"
庆祝,慶祝,qìng zhù,qing4 zhu4,3,三级,to celebrate
球迷,球迷,qiú mí,qiu2 mi2,3,三级,fan (ball sports)/CL:個|个[ge4]
区别,區別,qū bié,qu1 bie2,3,三级,difference/to distinguish/to discriminate/to make a distinction/CL:個|个[ge4]
区,區,qū,qu1,3,三级,area/region/district/small/distinguish/CL:個|个[ge4]
去世,去世,qù shì,qu4 shi4,3,三级,to pass away/to die
取消,取消,qǔ xiāo,qu3 xiao1,3,三级,to cancel/cancellation
全场,全場,quán chǎng,quan2 chang3,3,三级,everyone present/the whole audience/across-the-board/unanimously/whole duration (of a competition or match)
全面,全面,quán miàn,quan2 mian4,3,三级,all-around/comprehensive/total/overall
全球,全球,quán qiú,quan2 qiu2,3,三级,the whole world/worldwide; global
确保,確保,què bǎo,que4 bao3,3,三级,to ensure; to guarantee
确定,確定,què dìng,que4 ding4,3,三级,definite/certain/fixed/to fix (on sth)/to determine/to be sure/to ensure/to make certain/to ascertain/to clinch/to recognize/to confirm/OK (on computer dialog box)
缺,缺,quē,que1,3,三级,deficiency/lack/scarce/vacant post/to run short of
缺点,缺點,quē diǎn,que1 dian3,3,三级,weak point/fault/shortcoming/disadvantage/CL:個|个[ge4]
缺少,缺少,quē shǎo,que1 shao3,3,三级,lack/shortage of/shortfall/to be short (of)/to lack
确实,確實,què shí,que4 shi2,3,三级,indeed/really/reliable/real/true
群,"群,羣",qún,qun2,3,三级,"group/crowd/flock, herd, pack etc"
裙子,裙子,qún zi,qun2 zi,3,三级,skirt/CL:條|条[tiao2]
热爱,熱愛,rè ài,re4 ai4,3,三级,to love ardently/to adore
热烈,熱烈,rè liè,re4 lie4,3,三级,enthusiastic/ardent/warm
人才,人才,rén cái,ren2 cai2,3,三级,talent/talented person/looks/attractive looks
认出,認出,rèn chū,ren4 chu1,3,三级,recognition/to recognize
认得,認得,rèn de,ren4 de,3,三级,to recognize/to remember sth (or sb) on seeing it/to know
人工,人工,rén gōng,ren2 gong1,3,三级,artificial/manpower/manual work
任何,任何,rèn hé,ren4 he2,3,三级,any; whatever; whichever
认可,認可,rèn kě,ren4 ke3,3,三级,to approve/approval/acknowledgment/OK
人类,人類,rén lèi,ren2 lei4,3,三级,humanity/human race/mankind
人民,人民,rén mín,ren2 min2,3,三级,the people/CL:個|个[ge4]
人民币,人民幣,rén mín bì,ren2 min2 bi4,3,三级,Renminbi (RMB)/Chinese Yuan (CNY)
人群,人群,rén qún,ren2 qun2,3,三级,crowd
任,任,rèn,ren4,3,三级,"to assign/to appoint/to take up a post/office/responsibility/to let/to allow/to give free rein to/no matter (how, what etc)/classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)"
任,任,rèn,ren4,3,三级,"to assign/to appoint/to take up a post/office/responsibility/to let/to allow/to give free rein to/no matter (how, what etc)/classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)"
人生,人生,rén shēng,ren2 sheng1,3,三级,life (one's time on earth)
任务,任務,rèn wù,ren4 wu4,3,三级,"mission; assignment; task; duty; role/CL:項|项[xiang4],個|个[ge4]"
