hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions
化,化,huà,hua4,3,初等|三级,to make into/to change into/-ization/to ... -ize/to transform/abbr. for 化學|化学[hua4 xue2]
立,立,lì,li4,3,初等|三级,to stand/to set up/to establish/to lay down/to draw up/at once/immediately
产,產,chǎn,chan3,3,初等|三级,to give birth/to reproduce/to produce/product/resource/estate/property
光,光,guāng,guang1,3,初等|三级,light; ray (CL:道[dao4])/bright; shiny/only; merely/used up; finished/to leave (a part of the body) uncovered
派,派,pài,pai4,3,初等|三级,clique/school/group/faction/to dispatch/to send/to assign/to appoint/pi (Greek letter Ππ)/the circular ratio pi = 3.1415926/(loanword) pie
负,負,fù,fu4,3,初等|三级,to bear/to carry (on one's back)/to turn one's back on/to be defeated/negative (math. etc)
仅,僅,jǐn,jin3,3,初等|三级,barely/only/merely
谈,談,tán,tan2,3,初等|三级,to speak/to talk/to converse/to chat/to discuss
深,深,shēn,shen1,3,初等|三级,deep (lit. and fig.)
领,領,lǐng,ling3,3,初等|三级,"neck/collar/to lead/to receive/classifier for clothes, mats, screens etc"
导,導,dǎo,dao3,3,初等|三级,to transmit/to lead/to guide/to conduct/to direct
增,增,zēng,zeng1,3,初等|三级,(bound form) to increase; to augment; to add to
至,至,zhì,zhi4,3,初等|三级,to arrive/most/to/until
训,訓,xùn,xun4,3,初等|三级,to teach; to train; to admonish/(bound form) instruction (from superiors); teachings; rule
压,壓,yā,ya1,3,初等|三级,used in 壓根兒|压根儿[ya4 gen1 r5] and 壓馬路|压马路[ya4 ma3 lu4] and 壓板|压板[ya4 ban3]
价,價,jià,jia4,3,初等|三级,great/good/middleman/servant
值,值,zhí,zhi2,3,初等|三级,value/(to be) worth/to happen to/to be on duty
绝,絕,jué,jue2,3,初等|三级,variant of 絕|绝[jue2]
属,屬,shǔ,shu3,3,初等|三级,to join together/to fix one's attention on/to concentrate on
格,格,gé,ge2,3,初等|三级,square/frame/rule/(legal) case/style/character/standard/pattern/(grammar) case/(classical) to obstruct/to hinder/(classical) to arrive/to come/(classical) to investigate/to study exhaustively
底,底,dǐ,di3,3,初等|三级,"background/bottom/base/end (of the month, year etc)/remnants/(math.) radix/base"
历,曆歷,lì,li4,3,初等|三级,to experience/to undergo/to pass through/all/each/every/history
验,驗,yàn,yan4,3,初等|三级,to examine/to test/to check
状,狀,zhuàng,zhuang4,3,初等|三级,accusation/suit/state/condition/strong/great/-shaped
品,品,pǐn,pin3,3,初等|三级,(bound form) article; commodity; product; goods/(bound form) grade; rank/kind; type; variety/character; disposition; nature; temperament/to taste sth; to sample/to criticize; to comment; to judge; to size up/fret (on a guitar or lute)
步,步,bù,bu4,3,初等|三级,a step/a pace/walk/march/stages in a process/situation
伤,傷,shāng,shang1,3,初等|三级,to injure/injury/wound
具,具,jù,ju4,3,初等|三级,"tool/device/utensil/equipment/instrument/talent/ability/to possess/to have/to provide/to furnish/to state/classifier for devices, coffins, dead bodies"
困,睏困,kùn,kun4,3,初等|三级,sleepy/tired
幸,幸倖,xìng,xing4,3,初等|三级,fortunate/lucky
福,福,fú,fu2,3,初等|三级,good fortune/happiness/luck
众,眾,zhòng,zhong4,3,初等|三级,variant of 眾|众[zhong4]
婚,婚,hūn,hun1,3,初等|三级,to marry/marriage/wedding/to take a wife
抓,抓,zhuā,zhua1,3,初等|三级,to grab/to catch/to arrest/to snatch/to scratch
警,警,jǐng,jing3,3,初等|三级,to alert/to warn/police
察,察,chá,cha2,3,初等|三级,variant of 察[cha2]
效,效,xiào,xiao4,3,初等|三级,effect/efficacy/to imitate
范,範,fàn,fan4,3,初等|三级,surname Fan
围,圍,wéi,wei2,3,初等|三级,"to encircle/to surround/all around/to wear by wrapping around (scarf, shawl)"
紧,緊,jǐn,jin3,3,初等|三级,tight/strict/close at hand/near/urgent/tense/hard up/short of money/to tighten
集,集,jí,ji2,3,初等|三级,to gather/to collect/collected works/classifier for sections of a TV series etc: episode
血,血,xuè,xue4,3,初等|三级,"blood/colloquial pr. [xie3]/CL:滴[di1],片[pian4]"
速,速,sù,su4,3,初等|三级,fast/rapid/quick/velocity
艺,藝,yì,yi4,3,初等|三级,skill/art
纪,紀,jì,ji4,3,初等|三级,order/discipline/age/era/period/to chronicle
职,職,zhí,zhi2,3,初等|三级,office/duty
失,失,shī,shi1,3,初等|三级,to lose/to miss/to fail
营,營,yíng,ying2,3,初等|三级,camp/barracks/battalion/to build/to operate/to manage/to strive for
演,演,yǎn,yan3,3,初等|三级,to perform (a play etc); to stage (a show)/(bound form) to develop; to play out; to carry out (a task)
挂,掛,guà,gua4,3,初等|三级,to hang or suspend (from a hook etc)/to hang up (the phone)/(of a line) to be dead/to be worried or concerned/to make a phone call (dialect)/to register or record/classifier for sets or clusters of objects/(slang) to kill/to die/to be finished/to fail (an exam)
群,群,qún,qun2,3,初等|三级,"group/crowd/flock, herd, pack etc"
龙,龍,lóng,long2,3,初等|三级,dragon/CL:條|条[tiao2]/imperial
资,資,zī,zi1,3,初等|三级,resources/capital/to provide/to supply/to support/money/expense
丽,麗,lì,li4,3,初等|三级,beautiful
跳,跳,tiào,tiao4,3,初等|三级,to jump/to hop/to skip over/to bounce/to palpitate
反,反,fǎn,fan3,3,初等|三级,contrary/in reverse/inside out or upside down/to reverse/to return/to oppose/opposite/against/anti-/to rebel/to use analogy/instead/abbr. for 反切[fan3 qie4] phonetic system
传,傳,chuán,chuan2,3,初等|三级,biography/historical narrative/commentaries/relay station
采,采採,cǎi,cai3,3,初等|三级,allotment to a feudal noble
充,充,chōng,chong1,3,初等|三级,sufficient; full/to fill/to serve as; to act as/to act falsely as; to pose as
础,礎,chǔ,chu3,3,初等|三级,foundation/base
朝,朝,cháo,chao2,3,初等|三级,morning
宣,宣,xuān,xuan1,3,初等|三级,to declare (publicly)/to announce
布,布,bù,bu4,3,初等|三级,cloth/to declare/to announce/to spread/to make known
乱,亂,luàn,luan4,3,初等|三级,in confusion or disorder/in a confused state of mind/disorder/upheaval/riot/illicit sexual relations/to throw into disorder/to mix up/indiscriminate/random/arbitrary
创,創,chuàng,chuang4,3,初等|三级,to initiate; to create; to achieve (sth for the first time)
足,足,zú,zu2,3,初等|三级,(bound form) foot; leg/sufficient; ample/as much as; fully
形,形,xíng,xing2,3,初等|三级,to appear/to look/form/shape
初,初,chū,chu1,3,初等|三级,at first/(at the) beginning/first/junior/basic
破,破,pò,po4,3,初等|三级,"broken/damaged/worn out/lousy/rotten/to break, split or cleave/to get rid of/to destroy/to break with/to defeat/to capture (a city etc)/to expose the truth of"
危,危,wēi,wei1,3,初等|三级,danger/to endanger/Taiwan pr. [wei2]
险,險,xiǎn,xian3,3,初等|三级,danger/dangerous/rugged
录,錄彔,lù,lu4,3,初等|三级,diary/record/to hit/to copy
团,糰團,tuán,tuan2,3,初等|三级,dumpling
追,追,zhuī,zhui1,3,初等|三级,to chase/to pursue/to look into/to investigate/to reminisce/to recall/to court (one's beloved)/to binge-watch (a TV drama)/retroactively/posthumously
积,積,jī,ji1,3,初等|三级,to amass/to accumulate/to store/measured quantity (such as area of volume)/product (the result of multiplication)/to integrate (math.)/to solve (or integrate) an ordinary differential equation (math.)/old/long-standing
架,架,jià,jia4,3,初等|三级,"to support/frame/rack/framework/classifier for planes, large vehicles, radios etc"
章,章,zhāng,zhang1,3,初等|三级,chapter/section/clause/movement (of symphony)/seal/badge/regulation/order
村,村,cūn,cun1,3,初等|三级,variant of 村[cun1]
彩,彩,cǎi,cai3,3,初等|三级,(bright) color/variety/applause/applaud/lottery prize
刀,刀,dāo,dao1,3,初等|三级,knife/blade/single-edged sword/cutlass/CL:把[ba3]/(slang) dollar (loanword)/classifier for sets of one hundred sheets (of paper)/classifier for knife cuts or stabs
误,誤,wù,wu4,3,初等|三级,mistake/error/to miss/to harm/to delay/to neglect/mistakenly
胜,勝,shèng,sheng4,3,初等|三级,victory/success/to beat/to defeat/to surpass/victorious/superior to/to get the better of/better than/surpassing/superb (of vista)/beautiful (scenery)/wonderful (view)/(Taiwan pr. [sheng1]) able to bear/equal to (a task)
制,制製,zhì,zhi4,3,初等|三级,to manufacture/to make
救,救,jiù,jiu4,3,初等|三级,to save/to assist/to rescue
敢,敢,gǎn,gan3,3,初等|三级,to dare/daring/(polite) may I venture
优,優,yōu,you1,3,初等|三级,excellent/superior
势,勢,shì,shi4,3,初等|三级,power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals
杂,雜,zá,za2,3,初等|三级,mixed/miscellaneous/various/to mix
志,志誌,zhì,zhi4,3,初等|三级,sign/mark/to record/to write a footnote
赢,贏,yíng,ying2,3,初等|三级,to beat/to win/to profit
待,待,dài,dai4,3,初等|三级,to wait/to treat/to deal with/to need/going to (do sth)/about to/intending to
象,象,xiàng,xiang4,3,初等|三级,elephant/CL:隻|只[zhi1]/shape/form/appearance/to imitate
费,費,fèi,fei4,3,初等|三级,to cost/to spend/fee/wasteful/expenses
皮,皮,pí,pi2,3,初等|三级,leather/skin/fur/CL:張|张[zhang1]/pico- (one trillionth)/naughty
概,概,gài,gai4,3,初等|三级,old variant of 概[gai4]
顿,頓,dùn,dun4,3,初等|三级,"to stop/to pause/to arrange/to lay out/to kowtow/to stamp (one's foot)/at once/classifier for meals, beatings, scoldings etc: time, bout, spell, meal"
痛,痛,tòng,tong4,3,初等|三级,ache/pain/sorrow/deeply/thoroughly
苦,苦,kǔ,ku3,3,初等|三级,bitter/hardship/pain/to suffer/to bring suffering to/painstakingly
升,升,shēng,sheng1,3,初等|三级,variant of 升[sheng1]
旧,舊,jiù,jiu4,3,初等|三级,old/opposite: new 新/former/worn (with age)
及,及,jí,ji2,3,初等|三级,and/to reach/up to/in time for
桥,橋,qiáo,qiao2,3,初等|三级,bridge/CL:座[zuo4]
香,香,xiāng,xiang1,3,初等|三级,fragrant/sweet smelling/aromatic/savory or appetizing/(to eat) with relish/(of sleep) sound/perfume or spice/joss or incense stick/CL:根[gen1]
烈,烈,liè,lie4,3,初等|三级,ardent/intense/fierce/stern/upright/to give one's life for a noble cause/exploits/achievements
评,評,píng,ping2,3,初等|三级,to discuss/to comment/to criticize/to judge/to choose (by public appraisal)
输,輸,shū,shu1,3,初等|三级,to lose; to be beaten/(bound form) to transport/(literary) to donate; to contribute/(coll.) to enter (a password)
伟,偉,wěi,wei3,3,初等|三级,big/large/great
止,止,zhǐ,zhi3,3,初等|三级,to stop/to prohibit/until/only
修,脩修,xiū,xiu1,3,初等|三级,variant of 修[xiu1]
配,配,pèi,pei4,3,初等|三级,to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription)/to allocate
武,武,wǔ,wu3,3,初等|三级,martial/military
器,器,qì,qi4,3,初等|三级,device/tool/utensil/CL:臺|台[tai2]
丰,豐丰,fēng,feng1,3,初等|三级,abundant/plentiful/fertile/plump/great
富,富,fù,fu4,3,初等|三级,rich/abundant/wealthy
防,防,fáng,fang2,3,初等|三级,to protect/to defend/to guard against/to prevent
麻,麻,má,ma2,3,初等|三级,"generic name for hemp, flax etc/hemp or flax fiber for textile materials/sesame/CL:縷|缕[lu:3]/(of materials) rough or coarse/pocked/pitted/to have pins and needles or tingling/to feel numb"
烦,煩,fán,fan2,3,初等|三级,to feel vexed/to bother/to trouble/superfluous and confusing/edgy
退,退,tuì,tui4,3,初等|三级,to retreat; to withdraw/to reject; to return (sth)/to decline
猪,豬,zhū,zhu1,3,初等|三级,"hog/pig/swine/CL:口[kou3],頭|头[tou2]"
似,似,shì,shi4,3,初等|三级,old variant of 似[si4]
古,古,gǔ,gu3,3,初等|三级,ancient/old/paleo-
厂,厂廠,chǎng,chang3,3,初等|三级,factory/yard/depot/workhouse/works/(industrial) plant
农,農,nóng,nong2,3,初等|三级,variant of 農|农[nong2]
舞,舞,wǔ,wu3,3,初等|三级,to dance/to wield/to brandish
姑,姑,gū,gu1,3,初等|三级,paternal aunt/husband's sister/husband's mother (old)/nun/for the time being (literary)
娘,娘,niáng,niang2,3,初等|三级,variant of 娘[niang2]
奇,奇,qí,qi2,3,初等|三级,strange/odd/weird/wonderful/surprisingly/unusually
怪,怪,guài,guai4,3,初等|三级,variant of 怪[guai4]
付,付,fù,fu4,3,初等|三级,to pay/to hand over to/classifier for pairs or sets of things
害,害,hài,hai4,3,初等|三级,to do harm to/to cause trouble to/harm/evil/calamity
烟,煙,yān,yan1,3,初等|三级,cigarette or pipe tobacco/CL:根[gen1]/smoke/mist/vapour/CL:縷|缕[lu:3]/tobacco plant/(of the eyes) to be irritated by smoke
族,族,zú,zu2,3,初等|三级,"race/nationality/ethnicity/clan/by extension, social group (e.g. office workers 上班族)"
土,土,tǔ,tu3,3,初等|三级,earth/dust/clay/local/indigenous/crude opium/unsophisticated/one of the eight categories of ancient musical instruments 八音[ba1 yin1]
互,互,hù,hu4,3,初等|三级,mutual
据,據,jù,ju4,3,初等|三级,according to/to act in accordance with/to depend on/to seize/to occupy
卫,衛,wèi,wei4,3,初等|三级,"to guard/to protect/to defend/abbr. for 衛生|卫生, hygiene/health/abbr. for 衛生間|卫生间, toilet"
迷,迷,mí,mi2,3,初等|三级,to bewilder/crazy about/fan/enthusiast/lost/confused
将,將,jiāng,jiang1,3,初等|三级,to desire/to invite/to request
判,判,pàn,pan4,3,初等|三级,to judge/to sentence/to discriminate/to discern/clearly distinguishable
争,爭,zhēng,zheng1,3,初等|三级,to strive for/to vie for/to argue or debate/deficient or lacking (dialect)/how or what (literary)
祝,祝,zhù,zhu4,3,初等|三级,"to pray for/to wish (sb bon voyage, happy birthday etc)/person who invokes the spirits during sacrificial ceremonies"
尽,儘盡,jǐn,jin3,3,初等|三级,to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)/all/entirely
批,批,pī,pi1,3,初等|三级,"to ascertain/to act on/to criticize/to pass on/classifier for batches, lots, military flights/tier (for the ranking of universities and colleges)"
访,訪,fǎng,fang3,3,初等|三级,(bound form) to visit/to call on/to seek/to inquire/to investigate
赶,趕,gǎn,gan3,3,初等|三级,to overtake; to catch up with/to hurry; to rush/to try to catch (the bus etc)/to drive (cattle etc) forward; to drive (sb) away/to avail oneself of (an opportunity)/until; by (a certain time)
补,補,bǔ,bu3,3,初等|三级,to repair/to patch/to mend/to make up for/to fill (a vacancy)/to supplement
汤,湯,tāng,tang1,3,初等|三级,soup/hot or boiling water/decoction of medicinal herbs/water in which sth has been boiled
糖,糖,táng,tang2,3,初等|三级,old variant of 糖[tang2]
念,念,niàn,nian4,3,初等|三级,to read/to study (a subject)/to attend (a school)/to read aloud/to give (sb) a tongue-lashing (CL:頓|顿[dun4])/to miss (sb)/idea/remembrance/twenty (banker's anti-fraud numeral corresponding to 廿[nian4])
恐,恐,kǒng,kong3,3,初等|三级,afraid/frightened/to fear
咖,咖,kā,ka1,3,初等|三级,coffee/class/grade
啡,啡,fēi,fei1,3,初等|三级,(used in loanwords for its phonetic value)
石,石,shí,shi2,3,初等|三级,rock/stone/stone inscription/one of the eight categories of ancient musical instruments 八音[ba1 yin1]
浪,浪,làng,lang4,3,初等|三级,wave/breaker/unrestrained/dissipated/to stroll/to ramble
缺,缺,quē,que1,3,初等|三级,deficiency/lack/scarce/vacant post/to run short of
羊,羊,yáng,yang2,3,初等|三级,"sheep; goat/CL:頭|头[tou2],隻|只[zhi1]"
搬,搬,bān,ban1,3,初等|三级,to move (i.e. relocate oneself)/to move (sth relatively heavy or bulky)/to shift/to copy indiscriminately
齐,齊,qí,qi2,3,初等|三级,neat/even/level with/identical/simultaneous/all together/to even sth out
啤,啤,pí,pi2,3,初等|三级,beer
握,握,wò,wo4,3,初等|三级,to hold; to grasp/to clench (one's fist)/(bound form) to have in one's control/classifier: a handful
屋,屋,wū,wu1,3,初等|三级,(bound form) house/(bound form) room
暖,暖,nuǎn,nuan3,3,初等|三级,"variant of 暖[nuan3], warm"
预,預,yù,yu4,3,初等|三级,to advance/in advance/beforehand/to prepare
胖,胖,pàng,pang4,3,初等|三级,fat/plump
苹,苹蘋,píng,ping2,3,初等|三级,apple
